禽流感,猪里脊肉
气管肿瘤,白扁豆
气管肿瘤,猪油（板油）
气管肿瘤,猪小排（猪肋排）
气管肿瘤,猪里脊肉
气管、支气管狭窄,白扁豆
气管、支气管狭窄,猪油（板油）
气管、支气管狭窄,猪小排（猪肋排）
气管、支气管狭窄,猪里脊肉
乳酸性酸中毒,白扁豆
乳酸性酸中毒,猪油（板油）
乳酸性酸中毒,猪小排（猪肋排）
乳酸性酸中毒,猪里脊肉
手术后和创伤后肺炎,啤酒
手术后和创伤后肺炎,白酒
手术后和创伤后肺炎,白扁豆
手术后和创伤后肺炎,猪油（板油）
鼾症,白扁豆
鼾症,猪油（板油）
鼾症,猪小排（猪肋排）
鼾症,猪里脊肉
特发性肺纤维化,白扁豆
特发性肺纤维化,猪油（板油）
特发性肺纤维化,猪小排（猪肋排）
特发性肺纤维化,猪里脊肉
特发性阻塞性细支气管炎伴机化性肺炎,白扁豆
特发性阻塞性细支气管炎伴机化性肺炎,猪油（板油）
特发性阻塞性细支气管炎伴机化性肺炎,猪小排（猪肋排）
特发性阻塞性细支气管炎伴机化性肺炎,猪里脊肉
外源性过敏性肺泡炎,白扁豆
外源性过敏性肺泡炎,猪油（板油）
外源性过敏性肺泡炎,猪小排（猪肋排）
外源性过敏性肺泡炎,猪里脊肉
小儿结核病,啤酒
小儿结核病,白酒
小儿结核病,白扁豆
小儿结核病,猪油（板油）
吸入性损伤,啤酒
吸入性损伤,白酒
吸入性损伤,白扁豆
吸入性损伤,猪油（板油）
小儿金黄色葡萄球菌肺炎,啤酒
小儿金黄色葡萄球菌肺炎,白酒
小儿金黄色葡萄球菌肺炎,白扁豆
小儿金黄色葡萄球菌肺炎,猪油（板油）
小儿急性支气管炎,白扁豆
小儿急性支气管炎,猪油（板油）
小儿急性支气管炎,猪小排（猪肋排）
小儿急性支气管炎,猪里脊肉
小儿流行性感冒,鸭
小儿流行性感冒,白扁豆
小儿流行性感冒,猪油（板油）
小儿流行性感冒,猪小排（猪肋排）
小儿急性喉炎,鸡蛋黄
小儿急性喉炎,白扁豆
小儿急性喉炎,猪油（板油）
小儿急性喉炎,猪小排（猪肋排）
矽肺,白扁豆
矽肺,猪油（板油）
矽肺,猪小排（猪肋排）
矽肺,猪里脊肉
小儿支原体肺炎,白扁豆
小儿支原体肺炎,猪油（板油）
小儿支原体肺炎,猪小排（猪肋排）
小儿支原体肺炎,猪里脊肉
小儿感冒,白扁豆
小儿感冒,猪油（板油）
小儿感冒,猪小排（猪肋排）
小儿感冒,猪里脊肉
哮喘,白扁豆
哮喘,猪油（板油）
哮喘,猪小排（猪肋排）
哮喘,猪蹄
小儿哮喘,杏仁
小儿哮喘,白扁豆
小儿哮喘,猪油（板油）
小儿哮喘,猪小排（猪肋排）
小儿肺炎,白扁豆
小儿肺炎,猪油（板油）
小儿肺炎,猪油（板油）
小儿肺炎,猪小排（猪肋排）
先天性肺囊肿,白扁豆
先天性肺囊肿,猪油（板油）
先天性肺囊肿,猪小排（猪肋排）
先天性肺囊肿,猪肉(肥瘦)
吸入性肺炎,蜂蜜
吸入性肺炎,啤酒
吸入性肺炎,白酒
吸入性肺炎,鸭
细菌性肺炎,蜂蜜
细菌性肺炎,啤酒
细菌性肺炎,白酒
细菌性肺炎,白扁豆
胸壁结核,啤酒
胸壁结核,白酒
胸壁结核,白扁豆
胸壁结核,猪油（板油）
淹溺,白扁豆
淹溺,海蟹
淹溺,海虾
淹溺,海螺
衣原体肺炎,啤酒
衣原体肺炎,黄酒
衣原体肺炎,白酒
衣原体肺炎,白扁豆
一氧化碳中毒,白扁豆
一氧化碳中毒,猪油（板油）
一氧化碳中毒,猪小排（猪肋排）
一氧化碳中毒,猪肉(肥瘦)
阻塞性肺气肿,白扁豆
阻塞性肺气肿,猪油（板油）
阻塞性肺气肿,猪小排（猪肋排）
阻塞性肺气肿,猪肉(肥瘦)
支原体肺炎,猪油（板油）
支原体肺炎,猪小排（猪肋排）
支原体肺炎,猪肉(肥瘦)
支原体肺炎,猪里脊肉
支气管扩张,白扁豆
支气管扩张,猪油（板油）
支气管扩张,猪小排（猪肋排）
支气管扩张,猪肉(肥瘦)
支气管肺炎,腐竹
支气管肺炎,白扁豆
支气管肺炎,猪油（板油）
支气管肺炎,猪小排（猪肋排）
变应性血管炎,啤酒
变应性血管炎,白酒
变应性血管炎,腐竹
变应性血管炎,白扁豆
病毒性心肌炎,白扁豆
病毒性心肌炎,猪油（板油）
病毒性心肌炎,猪小排（猪肋排）
病毒性心肌炎,猪肉(肥瘦)
病态窦房结综合征,白酒
病态窦房结综合征,白扁豆
病态窦房结综合征,猪油（板油）
病态窦房结综合征,猪小排（猪肋排）
川崎病,白扁豆
川崎病,猪油（板油）
川崎病,猪小排（猪肋排）
川崎病,猪肉(肥瘦)
穿透性心脏外伤,啤酒
穿透性心脏外伤,白酒
穿透性心脏外伤,咸鸭蛋
穿透性心脏外伤,白扁豆
窦性停搏,啤酒
窦性停搏,白酒
窦性停搏,白扁豆
窦性停搏,猪油（板油）
单心室,甜杏仁
单心室,白扁豆
单心室,鲮鱼罐头
单心室,猪油（板油）
单心房,啤酒
单心房,白酒
单心房,白扁豆
单心房,鲮鱼罐头
单纯性下肢静脉曲张,白扁豆
单纯性下肢静脉曲张,鲮鱼罐头
单纯性下肢静脉曲张,猪油（板油）
单纯性下肢静脉曲张,猪小排（猪肋排）
动脉硬化,咸鸭蛋
动脉硬化,鸡蛋黄
动脉硬化,鸡蛋
动脉硬化,鸡肉
动脉导管未闭,咸鸭蛋
动脉导管未闭,鸡肝
动脉导管未闭,腐竹
动脉导管未闭,白扁豆
窦性心动过速,咸鸭蛋
窦性心动过速,鸡肝
窦性心动过速,杏仁
窦性心动过速,腐竹
动脉瘤,咸鸭蛋
动脉瘤,鸡肝
动脉瘤,杏仁
动脉瘤,腐竹
二尖瓣关闭不全,咸鸭蛋
二尖瓣关闭不全,鹌鹑蛋
二尖瓣关闭不全,鸡肝
二尖瓣关闭不全,杏仁
二尖瓣狭窄,咸鸭蛋
二尖瓣狭窄,鸡蛋黄
二尖瓣狭窄,鸡腿
二尖瓣狭窄,鸡肝
肺性脑病,咸鸭蛋
肺性脑病,鸡腿
肺性脑病,鸡肝
肺性脑病,杏仁
风湿性二尖瓣狭窄,咸鸭蛋
风湿性二尖瓣狭窄,鸡腿
风湿性二尖瓣狭窄,鸡肝
风湿性二尖瓣狭窄,杏仁
风湿性二尖瓣关闭不全,咸鸭蛋
风湿性二尖瓣关闭不全,鸡腿
风湿性二尖瓣关闭不全,鸡肝
风湿性二尖瓣关闭不全,杏仁
肥厚型梗阻性心肌病,啤酒
肥厚型梗阻性心肌病,白酒
肥厚型梗阻性心肌病,咸鸭蛋
肥厚型梗阻性心肌病,鸡腿
房室管畸形,啤酒
房室管畸形,白酒
房室管畸形,咸鸭蛋
房室管畸形,鸡腿
法洛四联症,咸鸭蛋
法洛四联症,鸡肝
法洛四联症,杏仁
法洛四联症,腐竹
风湿热,咸鸭蛋
风湿热,鸡肝
风湿热,杏仁
风湿热,腐竹
肥厚型心肌病,咸鸭蛋
肥厚型心肌病,鸡肝
肥厚型心肌病,杏仁
肥厚型心肌病,腐竹
房室传导阻滞,咸鸭蛋
房室传导阻滞,鸡肝
房室传导阻滞,杏仁
房室传导阻滞,腐竹
肺动静脉瘘,咸鸭蛋
肺动静脉瘘,鸡肝
肺动静脉瘘,杏仁
肺动静脉瘘,腐竹
高血压危象,赤砂糖
高血压危象,白砂糖
高血压危象,啤酒
高血压危象,白酒
高血压,咸鸭蛋
高血压,鸡肝
高血压,杏仁
高血压,腐竹
感染性心内膜炎,咸鸭蛋
感染性心内膜炎,鸡肝
感染性心内膜炎,杏仁
感染性心内膜炎,腐竹
冠心病,白酒
冠心病,杏仁
冠心病,腐竹
冠心病,白扁豆
后天性三尖瓣关闭不全,干腌菜
后天性三尖瓣关闭不全,啤酒
后天性三尖瓣关闭不全,白酒
后天性三尖瓣关闭不全,咸鸭蛋
后天性动静脉瘘,咸鸭蛋
后天性动静脉瘘,腐竹
后天性动静脉瘘,白扁豆
后天性动静脉瘘,咸鱼
间歇性眼球突出症,啤酒
间歇性眼球突出症,白酒
间歇性眼球突出症,油皮
间歇性眼球突出症,油豆腐
急性心肌梗死,干腌菜
急性心肌梗死,白砂糖
急性心肌梗死,白酒
急性心肌梗死,鸭肉
酒精性心肌病,啤酒
酒精性心肌病,白酒
酒精性心肌病,咸鸭蛋
酒精性心肌病,腐竹
急性心功能不全,腐竹
急性心功能不全,白扁豆
急性心功能不全,淡菜(鲜)
急性心功能不全,猪油（板油）
急性感染性心内膜炎,腐竹
急性感染性心内膜炎,白扁豆
急性感染性心内膜炎,淡菜(鲜)
急性感染性心内膜炎,猪油（板油）
急性心包炎,腐竹
急性心包炎,白扁豆
急性心包炎,淡菜(鲜)
急性心包炎,猪油（板油）
急性心力衰竭,啤酒
急性心力衰竭,腐竹
急性心力衰竭,白扁豆
急性心力衰竭,淡菜(鲜)
甲亢,杏仁
甲亢,松子仁
甲亢,核桃
甲亢,白扁豆
扩张型心肌病,干腌菜
扩张型心肌病,杏仁
扩张型心肌病,松子仁
扩张型心肌病,核桃
慢性肺源性心脏病,杏仁
慢性肺源性心脏病,松子仁
慢性肺源性心脏病,核桃
慢性肺源性心脏病,腐竹
缺血性心肌病,杏仁
缺血性心肌病,松子仁
缺血性心肌病,核桃
缺血性心肌病,腐竹
四肢血栓性浅静脉炎,啤酒
四肢血栓性浅静脉炎,白酒
四肢血栓性浅静脉炎,咸鸭蛋
四肢血栓性浅静脉炎,杏仁
三尖瓣狭窄,啤酒
三尖瓣狭窄,白酒
三尖瓣狭窄,咸鸭蛋
三尖瓣狭窄,杏仁
三尖瓣关闭不全,啤酒
三尖瓣关闭不全,白酒
三尖瓣关闭不全,咸鸭蛋
三尖瓣关闭不全,杏仁
三尖瓣闭锁,啤酒
三尖瓣闭锁,白酒
三尖瓣闭锁,咸鸭蛋
三尖瓣闭锁,杏仁
完全性肺静脉异位回流,啤酒
完全性肺静脉异位回流,杏仁
完全性肺静脉异位回流,松子仁
完全性肺静脉异位回流,核桃
休克,啤酒
休克,白酒
休克,杏仁
休克,松子仁
血管瘤,白酒
血管瘤,杏仁
血管瘤,松子仁
血管瘤,核桃
先天性风疹,啤酒
先天性风疹,白酒
先天性风疹,杏仁
先天性风疹,松子仁
血栓闭塞性脉管炎,杏仁
血栓闭塞性脉管炎,松子仁
血栓闭塞性脉管炎,核桃
血栓闭塞性脉管炎,虾皮
胸降主动脉动脉瘤,啤酒
胸降主动脉动脉瘤,白酒
胸降主动脉动脉瘤,杏仁
胸降主动脉动脉瘤,松子仁
胸主动脉夹层动脉瘤,啤酒
胸主动脉夹层动脉瘤,杏仁
胸主动脉夹层动脉瘤,松子仁
胸主动脉夹层动脉瘤,核桃
心脏神经官能症,啤酒
心脏神经官能症,白酒
心脏神经官能症,杏仁
心脏神经官能症,松子仁
心内膜弹性纤维增生症,杏仁
心内膜弹性纤维增生症,松子仁
心内膜弹性纤维增生症,核桃
心内膜弹性纤维增生症,虾皮
心绞痛,核桃
心绞痛,蟹黄
心绞痛,虾皮
心绞痛,螃蟹
心肌梗塞并发心室间隔穿破,啤酒
心肌梗塞并发心室间隔穿破,白酒
心肌梗塞并发心室间隔穿破,杏仁
心肌梗塞并发心室间隔穿破,松子仁
心肌梗塞并发二尖瓣关闭不全,啤酒
心肌梗塞并发二尖瓣关闭不全,白酒
心肌梗塞并发二尖瓣关闭不全,杏仁
心肌梗塞并发二尖瓣关闭不全,松子仁
心肌梗死,白砂糖
心肌梗死,白酒
心肌梗死,鸡肝
心肌梗死,白扁豆
心功能障碍,鸭肉
心功能障碍,鸡腿
心功能障碍,鸡肝
心功能障碍,杏仁
心包囊肿,鸭肉
心包囊肿,鸡腿
心包囊肿,鸡肝
心包囊肿,杏仁
小儿高血压,啤酒
小儿高血压,白酒
小儿高血压,咸鸭蛋
小儿高血压,鸡蛋黄
小儿充血性心力衰竭,咸鸭蛋
小儿充血性心力衰竭,鸡蛋黄
小儿充血性心力衰竭,鸡肝
小儿充血性心力衰竭,杏仁
心肌梗塞并发左心室室壁瘤,咸鸭蛋
心肌梗塞并发左心室室壁瘤,鸡蛋黄
心肌梗塞并发左心室室壁瘤,鸡肝
心肌梗塞并发左心室室壁瘤,杏仁
先天性主动脉缩窄,白酒
先天性主动脉缩窄,咸鸭蛋
先天性主动脉缩窄,鸡蛋黄
先天性主动脉缩窄,鸡肝
先天性主动脉弓畸形,咸鸭蛋
先天性主动脉弓畸形,鸡蛋黄
先天性主动脉弓畸形,鸡肝
先天性主动脉弓畸形,杏仁
先天性主动脉瓣下狭窄,咸鸭蛋
先天性主动脉瓣下狭窄,鸡蛋黄
先天性主动脉瓣下狭窄,鸡肝
先天性主动脉瓣下狭窄,杏仁
先天性主动脉瓣上狭窄,咸鸭蛋
先天性主动脉瓣上狭窄,鸡蛋黄
先天性主动脉瓣上狭窄,鸡肝
先天性主动脉瓣上狭窄,杏仁
先天性动脉导管未闭,咸鸭蛋
先天性动脉导管未闭,鸡蛋黄
先天性动脉导管未闭,鸡肝
先天性动脉导管未闭,杏仁
先天性动静脉瘘,冰糖
先天性动静脉瘘,啤酒
先天性动静脉瘘,白酒
先天性动静脉瘘,鸡肝
先天性二尖瓣畸形,鸡肝
先天性二尖瓣畸形,杏仁
先天性二尖瓣畸形,白扁豆
先天性二尖瓣畸形,银鱼
心包积液,鸡肝
心包积液,杏仁
心包积液,白扁豆
心包积液,银鱼
心肌病,鹌鹑蛋
心肌病,鸡肝
心肌病,杏仁
心肌病,白扁豆
心律失常,鸡肝
心律失常,杏仁
心律失常,白扁豆
心律失常,银鱼
限制型心肌病,鸡肝
限制型心肌病,杏仁
限制型心肌病,白扁豆
限制型心肌病,银鱼
心房扑动与心房颤动,鸡肝
心房扑动与心房颤动,杏仁
心房扑动与心房颤动,白扁豆
心房扑动与心房颤动,银鱼
心室内传导阻滞,鸡肝
心室内传导阻滞,杏仁
心室内传导阻滞,白扁豆
心室内传导阻滞,银鱼
先天性主动脉瓣窦动脉瘤破裂,啤酒
先天性主动脉瓣窦动脉瘤破裂,白酒
先天性主动脉瓣窦动脉瘤破裂,鸡肝
先天性主动脉瓣窦动脉瘤破裂,杏仁
心包肿瘤,啤酒
心包肿瘤,白酒
心包肿瘤,鸡肝
心包肿瘤,杏仁
血管运动性鼻炎,白酒
血管运动性鼻炎,鸡肝
血管运动性鼻炎,杏仁
血管运动性鼻炎,白扁豆
胸腔积液,鸡肝
胸腔积液,杏仁
胸腔积液,白扁豆
胸腔积液,银鱼
心肌炎,白酒
心肌炎,鸡肝
心肌炎,杏仁
心肌炎,腐竹
心脏内粘液瘤,鸡肝
心脏内粘液瘤,杏仁
心脏内粘液瘤,腐竹
心脏内粘液瘤,白扁豆
心室间隔缺损,冰糖
心室间隔缺损,鸡蛋黄
心室间隔缺损,鸡肝
心室间隔缺损,白扁豆
羊水过多,白酒
羊水过多,鸡肝
羊水过多,杏仁
羊水过多,白扁豆
原发性下肢静脉瓣膜关闭不全,鸡肝
原发性下肢静脉瓣膜关闭不全,杏仁
原发性下肢静脉瓣膜关闭不全,白扁豆
原发性下肢静脉瓣膜关闭不全,银鱼
亚急性感染性心内膜炎,咸鸭蛋
亚急性感染性心内膜炎,鸡肝
亚急性感染性心内膜炎,杏仁
亚急性感染性心内膜炎,白扁豆
乙状窦血栓性静脉炎,鸡肝
乙状窦血栓性静脉炎,杏仁
乙状窦血栓性静脉炎,白扁豆
乙状窦血栓性静脉炎,银鱼
左心发育不良,鸡肝
左心发育不良,杏仁
左心发育不良,白扁豆
左心发育不良,银鱼
自发性血胸,白酒
自发性血胸,鸡肝
自发性血胸,杏仁
自发性血胸,油豆腐
主-肺动脉隔缺损,鸡肝
主-肺动脉隔缺损,杏仁
主-肺动脉隔缺损,白扁豆
主-肺动脉隔缺损,羊油
主动脉夹层,啤酒
主动脉夹层,黄酒
主动脉夹层,白酒
主动脉夹层,鸡肝
主动脉瓣狭窄合并关闭不全,啤酒
主动脉瓣狭窄合并关闭不全,鸡肝
主动脉瓣狭窄合并关闭不全,杏仁
主动脉瓣狭窄合并关闭不全,白扁豆
主动脉瓣膜部狭窄,鸡肝
主动脉瓣膜部狭窄,杏仁
主动脉瓣膜部狭窄,白扁豆
主动脉瓣膜部狭窄,银鱼
阵发性室上性心动过速,鸡蛋黄
阵发性室上性心动过速,鸡肝
阵发性室上性心动过速,杏仁
阵发性室上性心动过速,白扁豆
早搏,鸡肝
早搏,白扁豆
早搏,泥鳅
早搏,猪肚
主动脉瘤,鸡肝
主动脉瘤,杏仁
主动脉瘤,白扁豆
主动脉瘤,银鱼
主动脉瓣狭窄,鸡肝
主动脉瓣狭窄,杏仁
主动脉瓣狭窄,白扁豆
主动脉瓣狭窄,银鱼
主动脉瓣关闭不全,干腌菜
主动脉瓣关闭不全,白扁豆
主动脉瓣关闭不全,银鱼
主动脉瓣关闭不全,沙丁鱼
阵发性室性心动过速,白酒
阵发性室性心动过速,鸭血(白鸭)
阵发性室性心动过速,鸡肝
阵发性室性心动过速,杏仁
中暑衰竭,鸭血(白鸭)
中暑衰竭,鸡肝
中暑衰竭,杏仁
中暑衰竭,白扁豆
阿米巴肝脓肿,鸭血(白鸭)
阿米巴肝脓肿,鸡肝
阿米巴肝脓肿,杏仁
阿米巴肝脓肿,白扁豆
氨基甲酸酯类农药中毒,鸭血(白鸭)
氨基甲酸酯类农药中毒,鸡肝
氨基甲酸酯类农药中毒,杏仁
氨基甲酸酯类农药中毒,白扁豆
阿米巴肠病,鸭血(白鸭)
阿米巴肠病,鸡肝
阿米巴肠病,杏仁
阿米巴肠病,白扁豆
阿片类药物中毒,啤酒
阿片类药物中毒,白酒
阿片类药物中毒,鸭血(白鸭)
阿片类药物中毒,鸡肝
柏-查综合征,啤酒
柏-查综合征,白酒
柏-查综合征,鸭血(白鸭)
柏-查综合征,鸡肝
Brenneman综合征,啤酒
Brenneman综合征,白酒
Brenneman综合征,鸭血(白鸭)
Brenneman综合征,鸡肝
巴瑞特综合征,鸡肝
巴瑞特综合征,杏仁
巴瑞特综合征,白扁豆
巴瑞特综合征,银鱼
半乳糖血症,麦芽糖
半乳糖血症,赤砂糖
半乳糖血症,白砂糖
半乳糖血症,啤酒
暴发性肝功能衰竭,白酒
暴发性肝功能衰竭,鸡蛋清
暴发性肝功能衰竭,鸡蛋
暴发性肝功能衰竭,鸭血(白鸭)
鞭虫病,鸡蛋清
鞭虫病,鸡蛋
鞭虫病,鹅蛋
鞭虫病,鸭血(白鸭)
布卡综合症,麦芽糖
布卡综合症,冰糖
布卡综合症,白砂糖
布卡综合症,啤酒
暴发性肝炎样综合征,啤酒
暴发性肝炎样综合征,白酒
暴发性肝炎样综合征,鸡蛋清
暴发性肝炎样综合征,鸡蛋
便秘,鸡蛋
便秘,鸡肝
便秘,杏仁
便秘,核桃
吡唑酮类中毒,白酒
吡唑酮类中毒,鸡肝
吡唑酮类中毒,杏仁
吡唑酮类中毒,白扁豆
Barrett食管,白酒
Barrett食管,鸡肝
Barrett食管,杏仁
Barrett食管,白扁豆
贲门失弛缓症,鸡肝
贲门失弛缓症,杏仁
贲门失弛缓症,花生仁（炸）
贲门失弛缓症,白扁豆
钡中毒,鸡肝
钡中毒,杏仁
钡中毒,花生仁（炸）
钡中毒,白扁豆
变形杆菌食物中毒,鸡肝
变形杆菌食物中毒,杏仁
变形杆菌食物中毒,花生仁（炸）
变形杆菌食物中毒,白扁豆
蓖麻子中毒,鸡肝
蓖麻子中毒,杏仁
蓖麻子中毒,花生仁（炸）
蓖麻子中毒,白扁豆
铋中毒,鸡肝
铋中毒,杏仁
铋中毒,花生仁（炸）
铋中毒,白扁豆
丙型病毒性肝炎,干腌菜
丙型病毒性肝炎,鸡肝
丙型病毒性肝炎,杏仁
丙型病毒性肝炎,油豆腐
肠病性肢皮炎综合征,干腌菜
肠病性肢皮炎综合征,啤酒
肠病性肢皮炎综合征,白酒
肠病性肢皮炎综合征,鸡肝
肠道菌群失调症,干腌菜
肠道菌群失调症,鸡肝
肠道菌群失调症,杏仁
肠道菌群失调症,白扁豆
肠扭转综合征,干腌菜
肠扭转综合征,啤酒
肠扭转综合征,白酒
肠扭转综合征,鸡肝
肠气肿综合征,麦芽糖
肠气肿综合征,赤砂糖
肠气肿综合征,白砂糖
肠气肿综合征,鸡肝
肠系膜淋巴结结核,干腌菜
肠系膜淋巴结结核,啤酒
肠系膜淋巴结结核,白酒
肠系膜淋巴结结核,鸡肝
肠系膜上动脉压迫综合征,啤酒
肠系膜上动脉压迫综合征,白酒
肠系膜上动脉压迫综合征,鸡肝
肠系膜上动脉压迫综合征,杏仁
粗制棉子油中毒,啤酒
粗制棉子油中毒,白酒
粗制棉子油中毒,鸡肝
粗制棉子油中毒,杏仁
肠扭转,鸡蛋黄
肠扭转,鸡肝
肠扭转,杏仁
肠扭转,油皮
肠套叠,鸡肝
肠套叠,芝麻
肠套叠,杏仁
肠套叠,黑豆
肠间脓肿,啤酒
肠间脓肿,白酒
肠间脓肿,鸡肝
肠间脓肿,杏仁
残胃癌,啤酒
残胃癌,白酒
残胃癌,鸡肝
残胃癌,杏仁
残窦综合征,干腌菜
残窦综合征,白酒
残窦综合征,鸡肝
残窦综合征,杏仁
肠易激综合征,干腌菜
肠易激综合征,鸡肝
肠易激综合征,杏仁
肠易激综合征,白扁豆
肠梗阻,杏仁
肠梗阻,绿豆
肠梗阻,白扁豆
肠梗阻,田螺
苍耳中毒,杏仁
苍耳中毒,绿豆
苍耳中毒,白扁豆
苍耳中毒,田螺
肠道病毒所致各系统感染,啤酒
肠道病毒所致各系统感染,白酒
肠道病毒所致各系统感染,杏仁
肠道病毒所致各系统感染,绿豆
肠系膜上动脉栓塞,啤酒
肠系膜上动脉栓塞,白酒
肠系膜上动脉栓塞,杏仁
